#,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.17.0-git223552fa74', start_date='2023-05-31T13:52:12', checksum=1029362955, kind='mean', investigation_time=50.0"
lon,lat,PGA-0.1,PGA-0.02,SA(0.025)-0.1,SA(0.025)-0.02,SA(0.05)-0.1,SA(0.05)-0.02,SA(0.1)-0.1,SA(0.1)-0.02,SA(0.2)-0.1,SA(0.2)-0.02,SA(0.5)-0.1,SA(0.5)-0.02,SA(1.0)-0.1,SA(1.0)-0.02,SA(2.0)-0.1,SA(2.0)-0.02
-0.73025,-0.19920,9.919173E-02,1.505392E-01,1.058848E-01,1.606508E-01,1.278913E-01,1.936113E-01,1.993702E-01,2.996813E-01,2.436961E-01,3.707666E-01,1.412891E-01,2.225554E-01,7.246916E-02,1.184531E-01,3.384757E-02,5.771762E-02
-0.73025,0.25046,6.646843E-02,1.011275E-01,7.050960E-02,1.071921E-01,8.378922E-02,1.269833E-01,1.285657E-01,1.929195E-01,1.686726E-01,2.558536E-01,1.061198E-01,1.666125E-01,5.636961E-02,9.184471E-02,2.696004E-02,4.589726E-02
-0.73024,-0.28913,1.029469E-01,1.562616E-01,1.097735E-01,1.666524E-01,1.331142E-01,2.017275E-01,2.079074E-01,3.132069E-01,2.515840E-01,3.832835E-01,1.446956E-01,2.282157E-01,7.398289E-02,1.208887E-01,3.447527E-02,5.882524E-02
-0.73024,0.34040,5.973659E-02,9.093078E-02,6.321865E-02,9.623022E-02,7.493865E-02,1.137007E-01,1.146667E-01,1.721604E-01,1.529761E-01,2.320327E-01,9.827968E-02,1.545272E-01,5.279414E-02,8.590323E-02,2.539876E-02,4.319542E-02
-0.73024,-0.37906,1.041848E-01,1.582788E-01,1.111710E-01,1.689731E-01,1.350638E-01,2.050331E-01,2.109518E-01,3.186504E-01,2.541798E-01,3.877971E-01,1.456238E-01,2.298819E-01,7.434859E-02,1.215214E-01,3.459726E-02,5.908052E-02
-0.73024,0.43033,5.331384E-02,8.126721E-02,5.642303E-02,8.600345E-02,6.671446E-02,1.013519E-01,1.018139E-01,1.529979E-01,1.380373E-01,2.093334E-01,9.088549E-02,1.426152E-01,4.927123E-02,8.027275E-02,2.387450E-02,4.062810E-02
-0.73024,-0.46899,1.028743E-01,1.567526E-01,1.097322E-01,1.672702E-01,1.332152E-01,2.029291E-01,2.082267E-01,3.157006E-01,2.509073E-01,3.837664E-01,1.439306E-01,2.274840E-01,7.352238E-02,1.203615E-01,3.424073E-02,5.850178E-02
-0.73023,0.52026,4.741326E-02,7.238287E-02,5.017140E-02,7.659324E-02,5.917794E-02,9.003325E-02,9.006318E-02,1.355162E-01,1.240326E-01,1.881807E-01,8.372059E-02,1.315649E-01,4.600804E-02,7.487850E-02,2.246253E-02,3.818697E-02
-0.73023,-0.55893,9.890012E-02,1.515091E-01,1.056319E-01,1.617425E-01,1.278025E-01,1.956151E-01,1.995184E-01,3.040139E-01,2.421955E-01,3.716920E-01,1.398429E-01,2.214035E-01,7.162984E-02,1.175341E-01,3.340698E-02,5.718444E-02
-0.73023,0.61019,4.204506E-02,6.429076E-02,4.448240E-02,6.802876E-02,5.229602E-02,7.965028E-02,7.937349E-02,1.196192E-01,1.112538E-01,1.688854E-01,7.719923E-02,1.212348E-01,4.288004E-02,6.988532E-02,2.109202E-02,3.588511E-02
-0.73023,-0.64886,9.288952E-02,1.429209E-01,9.903084E-02,1.525256E-01,1.196318E-01,1.837927E-01,1.859894E-01,2.843680E-01,2.284603E-01,3.520848E-01,1.335812E-01,2.119409E-01,6.884363E-02,1.129257E-01,3.218848E-02,5.517787E-02
-0.73022,0.70012,3.720110E-02,5.697808E-02,3.935015E-02,6.022046E-02,4.609393E-02,7.032756E-02,6.981370E-02,1.053591E-01,9.966738E-02,1.513626E-01,7.103067E-02,1.115708E-01,4.003841E-02,6.517980E-02,1.986508E-02,3.377242E-02
-0.73022,-0.73879,8.514763E-02,1.313967E-01,9.076516E-02,1.399081E-01,1.089795E-01,1.678238E-01,1.689407E-01,2.584776E-01,2.110411E-01,3.250090E-01,1.254624E-01,1.992363E-01,6.515089E-02,1.069597E-01,3.068018E-02,5.258465E-02
-0.73021,-0.82872,7.690571E-02,1.186535E-01,8.171576E-02,1.259512E-01,9.778018E-02,1.504466E-01,1.510343E-01,2.305891E-01,1.920887E-01,2.953630E-01,1.168229E-01,1.849777E-01,6.119991E-02,1.002959E-01,2.899230E-02,4.958685E-02
-0.73020,-0.91865,6.878684E-02,1.058248E-01,7.293711E-02,1.122611E-01,8.695816E-02,1.335171E-01,1.338160E-01,2.035946E-01,1.735673E-01,2.661391E-01,1.079589E-01,1.706240E-01,5.717492E-02,9.351607E-02,2.727411E-02,4.658651E-02
-0.73019,-1.00859,6.112064E-02,9.388377E-02,6.477771E-02,9.953278E-02,7.695086E-02,1.178951E-01,1.179866E-01,1.789612E-01,1.561601E-01,2.385040E-01,9.954863E-02,1.571243E-01,5.332074E-02,8.705583E-02,2.563003E-02,4.368043E-02
-0.73018,-1.09852,5.414449E-02,8.306198E-02,5.735368E-02,8.799884E-02,6.790201E-02,1.037984E-01,1.037082E-01,1.569409E-01,1.398308E-01,2.131160E-01,9.167138E-02,1.442177E-01,4.964994E-02,8.098093E-02,2.403443E-02,4.093968E-02
-0.73017,-1.18845,4.786916E-02,7.336584E-02,5.068006E-02,7.768302E-02,5.978663E-02,9.126158E-02,9.099653E-02,1.375030E-01,1.250655E-01,1.902839E-01,8.425523E-02,1.325653E-01,4.626424E-02,7.535306E-02,2.258701E-02,3.840972E-02
-0.73016,-1.27838,4.226086E-02,6.473123E-02,4.472030E-02,6.849696E-02,5.255785E-02,8.018710E-02,7.977346E-02,1.204416E-01,1.117842E-01,1.698571E-01,7.757275E-02,1.217801E-01,4.308171E-02,7.018250E-02,2.118758E-02,3.603576E-02
-0.73015,-1.36832,3.726836E-02,5.707175E-02,3.941979E-02,6.031659E-02,4.616505E-02,7.042851E-02,6.989188E-02,1.054894E-01,9.988190E-02,1.516193E-01,7.128266E-02,1.118858E-01,4.019246E-02,6.539597E-02,1.994282E-02,3.389361E-02
-0.73013,-1.45825,3.283846E-02,5.030338E-02,3.469032E-02,5.308765E-02,4.052901E-02,6.184856E-02,6.121332E-02,9.238745E-02,8.924744E-02,1.353891E-01,6.559270E-02,1.030451E-01,3.748062E-02,6.103433E-02,1.874795E-02,3.186008E-02
-0.73012,-1.54818,2.891994E-02,4.432064E-02,3.051152E-02,4.671260E-02,3.556937E-02,5.430537E-02,5.360213E-02,8.092387E-02,7.963646E-02,1.207219E-01,6.042649E-02,9.470555E-02,3.503240E-02,5.698572E-02,1.767640E-02,3.005333E-02
-0.64032,-0.01933,1.042464E-01,1.583282E-01,1.110654E-01,1.686979E-01,1.342841E-01,2.033329E-01,2.088158E-01,3.138707E-01,2.552257E-01,3.889722E-01,1.478256E-01,2.338021E-01,7.577913E-02,1.240201E-01,3.531762E-02,6.046397E-02
-0.64032,0.07060,9.459116E-02,1.438290E-01,1.008004E-01,1.532376E-01,1.212143E-01,1.836322E-01,1.877278E-01,2.821627E-01,2.337549E-01,3.560458E-01,1.376828E-01,2.170832E-01,7.102630E-02,1.161807E-01,3.328974E-02,5.688308E-02
-0.64032,-0.10926,1.133431E-01,1.722059E-01,1.211303E-01,1.839367E-01,1.468293E-01,2.224579E-01,2.293146E-01,3.449491E-01,2.761959E-01,4.213920E-01,1.576463E-01,2.492942E-01,8.025251E-02,1.315948E-01,3.718423E-02,6.376152E-02
-0.64032,0.16053,8.507329E-02,1.294930E-01,9.058197E-02,1.377284E-01,1.083544E-01,1.643025E-01,1.672453E-01,2.513487E-01,2.117675E-01,3.222056E-01,1.271322E-01,2.005643E-01,6.621297E-02,1.081217E-01,3.120694E-02,5.329527E-02
-0.64031,-0.19920,1.217921E-01,1.852395E-01,1.302481E-01,1.981709E-01,1.587647E-01,2.410409E-01,2.484742E-01,3.751352E-01,2.947586E-01,4.512863E-01,1.660506E-01,2.636556E-01,8.410284E-02,1.383987E-01,3.883907E-02,6.674877E-02
-0.64031,0.25046,7.598487E-02,1.157738E-01,8.070299E-02,1.228369E-01,9.621815E-02,1.460132E-01,1.480259E-01,2.225071E-01,1.906549E-01,2.899740E-01,1.170885E-01,1.843349E-01,6.148329E-02,1.003819E-01,2.917807E-02,4.975979E-02
-0.64031,-0.28913,1.280317E-01,1.950218E-01,1.373297E-01,2.091018E-01,1.676781E-01,2.552698E-01,2.636301E-01,3.995759E-01,3.089460E-01,4.738593E-01,1.722046E-01,2.738807E-01,8.685076E-02,1.430311E-01,3.993630E-02,6.878187E-02
-0.64031,0.34040,6.750978E-02,1.029760E-01,7.154720E-02,1.090375E-01,8.502873E-02,1.291680E-01,1.304078E-01,1.961100E-01,1.709526E-01,2.599674E-01,1.073129E-01,1.689404E-01,5.696772E-02,9.296909E-02,2.721555E-02,4.641509E-02
-0.64031,-0.37906,1.307868E-01,1.995409E-01,1.402598E-01,2.139718E-01,1.717975E-01,2.622317E-01,2.707866E-01,4.119181E-01,3.144265E-01,4.832556E-01,1.744576E-01,2.776544E-01,8.777722E-02,1.446913E-01,4.024988E-02,6.940578E-02
-0.64030,0.43033,5.972292E-02,9.114596E-02,6.319884E-02,9.645079E-02,7.487159E-02,1.138955E-01,1.144938E-01,1.723391E-01,1.528536E-01,2.324529E-01,9.825363E-02,1.548381E-01,5.279052E-02,8.606061E-02,2.539662E-02,4.326648E-02
-0.64030,-0.46899,1.289434E-01,1.974828E-01,1.383664E-01,2.118546E-01,1.693702E-01,2.596811E-01,2.668356E-01,4.083742E-01,3.100885E-01,4.781287E-01,1.720098E-01,2.745379E-01,8.656701E-02,1.430316E-01,3.973529E-02,6.862052E-02
-0.64030,0.52026,5.263632E-02,8.045632E-02,5.566832E-02,8.509743E-02,6.575701E-02,1.001908E-01,1.002724E-01,1.511273E-01,1.363526E-01,2.072903E-01,9.002409E-02,1.415178E-01,4.884776E-02,7.974070E-02,2.369295E-02,4.038074E-02
-0.64030,-0.55893,1.226466E-01,1.888935E-01,1.313632E-01,2.025812E-01,1.605341E-01,2.475022E-01,2.519229E-01,3.875783E-01,2.952386E-01,4.579448E-01,1.651990E-01,2.645596E-01,8.342444E-02,1.383272E-01,3.840754E-02,6.644259E-02
-0.64029,0.61019,4.629396E-02,7.087610E-02,4.893091E-02,7.493066E-02,5.763875E-02,8.797220E-02,8.766104E-02,1.323204E-01,1.212838E-01,1.844818E-01,8.225200E-02,1.294477E-01,4.533431E-02,7.384109E-02,2.214399E-02,3.770267E-02
-0.64029,-0.64886,1.127693E-01,1.748035E-01,1.206562E-01,1.869187E-01,1.466091E-01,2.272966E-01,2.293987E-01,3.542956E-01,2.734730E-01,4.248880E-01,1.552480E-01,2.486717E-01,7.889909E-02,1.307459E-01,3.647018E-02,6.312202E-02
-0.64028,0.70012,4.065194E-02,6.234104E-02,4.294294E-02,6.588215E-02,5.045001E-02,7.713771E-02,7.653641E-02,1.157130E-01,1.078198E-01,1.640775E-01,7.528863E-02,1.186233E-01,4.199529E-02,6.859351E-02,2.070814E-02,3.527768E-02
-0.64028,-0.73879,1.009479E-01,1.565679E-01,1.076525E-01,1.668999E-01,1.301115E-01,2.015194E-01,2.026631E-01,3.121293E-01,2.467059E-01,3.828149E-01,1.428610E-01,2.286434E-01,7.326177E-02,1.212454E-01,3.419577E-02,5.901015E-02
-0.64027,-0.82872,8.919641E-02,1.378530E-01,9.486187E-02,1.466123E-01,1.140135E-01,1.759061E-01,1.766923E-01,2.706149E-01,2.201477E-01,3.400251E-01,1.305695E-01,2.080511E-01,6.771878E-02,1.113921E-01,3.178063E-02,5.463340E-02
-0.64026,-0.91865,7.842093E-02,1.207237E-01,8.321992E-02,1.281607E-01,9.951030E-02,1.528830E-01,1.534824E-01,2.336974E-01,1.956822E-01,3.007249E-01,1.191442E-01,1.886932E-01,6.235715E-02,1.023931E-01,2.955266E-02,5.059747E-02
-0.64025,-1.00859,6.878456E-02,1.056035E-01,7.290541E-02,1.119712E-01,8.677625E-02,1.328751E-01,1.332833E-01,2.021329E-01,1.737305E-01,2.658991E-01,1.084744E-01,1.714319E-01,5.751321E-02,9.405842E-02,2.744027E-02,4.688531E-02
-0.64023,-1.09852,6.029349E-02,9.240814E-02,6.383685E-02,9.785592E-02,7.567875E-02,1.156327E-01,1.157904E-01,1.751198E-01,1.542170E-01,2.353093E-01,9.893006E-02,1.561539E-01,5.310780E-02,8.668760E-02,2.554929E-02,4.355255E-02
-0.64022,-1.18845,5.283225E-02,8.089016E-02,5.588217E-02,8.557142E-02,6.601496E-02,1.007607E-01,1.006516E-01,1.519744E-01,1.368329E-01,2.082182E-01,9.038833E-02,1.421050E-01,4.906440E-02,8.006580E-02,2.379677E-02,4.054599E-02
-0.64021,-1.27838,4.628355E-02,7.082757E-02,4.891247E-02,7.486671E-02,5.759672E-02,8.787391E-02,8.754008E-02,1.320721E-01,1.213406E-01,1.844095E-01,8.247208E-02,1.296774E-01,4.548329E-02,7.403117E-02,2.222939E-02,3.781639E-02
-0.64019,-1.36832,4.053808E-02,6.202917E-02,4.280972E-02,6.552943E-02,5.026228E-02,7.668450E-02,7.617562E-02,1.149121E-01,1.076472E-01,1.634526E-01,7.544159E-02,1.186527E-01,4.212296E-02,6.870709E-02,2.077919E-02,3.535894E-02
-0.64017,-1.45825,3.550243E-02,5.434081E-02,3.746913E-02,5.737533E-02,4.387113E-02,6.696031E-02,6.631536E-02,1.000650E-01,9.554970E-02,1.450047E-01,6.912518E-02,1.084420E-01,3.917822E-02,6.371824E-02,1.948732E-02,3.311674E-02
-0.64015,-1.54818,3.109246E-02,4.761717E-02,3.279619E-02,5.024718E-02,3.830519E-02,5.850122E-02,5.776045E-02,8.719607E-02,8.487042E-02,1.287615E-01,6.329645E-02,9.938846E-02,3.640219E-02,5.936369E-02,1.827758E-02,3.108063E-02
-0.55038,-0.01933,1.248335E-01,1.901641E-01,1.335840E-01,2.035190E-01,1.623095E-01,2.466604E-01,2.535497E-01,3.828880E-01,3.024357E-01,4.637177E-01,1.709437E-01,2.721887E-01,8.670920E-02,1.429119E-01,4.005361E-02,6.905228E-02
-0.55038,0.07060,1.112783E-01,1.696672E-01,1.189099E-01,1.811482E-01,1.435819E-01,2.182466E-01,2.233310E-01,3.370338E-01,2.718858E-01,4.158237E-01,1.564437E-01,2.480030E-01,7.988044E-02,1.312855E-01,3.709078E-02,6.375549E-02
-0.55038,-0.10926,1.386431E-01,2.111756E-01,1.484578E-01,2.261737E-01,1.816532E-01,2.761535E-01,2.848685E-01,4.308127E-01,3.331676E-01,5.118669E-01,1.857091E-01,2.964686E-01,9.360448E-02,1.550562E-01,4.294873E-02,7.436326E-02
-0.55038,0.16053,9.840967E-02,1.501366E-01,1.049013E-01,1.598790E-01,1.260472E-01,1.915870E-01,1.952526E-01,2.944374E-01,2.423029E-01,3.701327E-01,1.421396E-01,2.251440E-01,7.322260E-02,1.202309E-01,3.430297E-02,5.879572E-02
-0.55038,-0.19920,1.526065E-01,2.335179E-01,1.637835E-01,2.506709E-01,2.016011E-01,3.083618E-01,3.177337E-01,4.838020E-01,3.643607E-01,5.629600E-01,2.004562E-01,3.222689E-01,1.005099E-01,1.675459E-01,4.583902E-02,7.993887E-02
-0.55038,0.25046,8.659086E-02,1.321893E-01,9.210761E-02,1.404510E-01,1.101921E-01,1.675379E-01,1.700104E-01,2.561614E-01,2.150670E-01,3.281886E-01,1.289765E-01,2.041723E-01,6.713586E-02,1.098683E-01,3.160015E-02,5.410050E-02
-0.55038,-0.28913,1.651781E-01,2.538008E-01,1.780813E-01,2.738678E-01,2.201449E-01,3.390994E-01,3.487762E-01,5.365558E-01,3.914309E-01,6.094401E-01,2.131630E-01,3.447707E-01,1.063681E-01,1.785994E-01,4.813173E-02,8.445466E-02
-0.55038,0.34040,7.593131E-02,1.160363E-01,8.063346E-02,1.230853E-01,9.607299E-02,1.461854E-01,1.476876E-01,2.225518E-01,1.904297E-01,2.904322E-01,1.170465E-01,1.847493E-01,6.148146E-02,1.006106E-01,2.917779E-02,4.986879E-02
-0.55037,-0.37906,1.722832E-01,2.654817E-01,1.858160E-01,2.865610E-01,2.311919E-01,3.577706E-01,3.668997E-01,5.674279E-01,4.063842E-01,6.345063E-01,2.195342E-01,3.566844E-01,1.091609E-01,1.839132E-01,4.916333E-02,8.662073E-02
-0.55037,0.43033,6.642873E-02,1.016585E-01,7.044125E-02,1.076833E-01,8.361637E-02,1.274130E-01,1.281148E-01,1.932363E-01,1.683718E-01,2.567585E-01,1.060651E-01,1.673252E-01,5.636271E-02,9.219967E-02,2.695863E-02,4.606362E-02
-0.55037,-0.46899,1.699740E-01,2.632812E-01,1.834550E-01,2.843820E-01,2.281854E-01,3.554179E-01,3.624504E-01,5.641912E-01,4.002811E-01,6.286625E-01,2.162305E-01,3.525256E-01,1.074734E-01,1.817188E-01,4.836065E-02,8.544119E-02
-0.55036,0.52026,5.801547E-02,8.893792E-02,6.144503E-02,9.408684E-02,7.268906E-02,1.109453E-01,1.110309E-01,1.677003E-01,1.487415E-01,2.268506E-01,9.617137E-02,1.518303E-01,5.185064E-02,8.461353E-02,2.495835E-02,4.259519E-02
-0.55036,-0.55893,1.578577E-01,2.463049E-01,1.697988E-01,2.659086E-01,2.103521E-01,3.298701E-01,3.326631E-01,5.224193E-01,3.727177E-01,5.888906E-01,2.031904E-01,3.320124E-01,1.013176E-01,1.715876E-01,4.584761E-02,8.106979E-02
-0.55035,0.61019,5.060916E-02,7.771972E-02,5.354328E-02,8.213014E-02,6.314233E-02,9.654731E-02,9.617576E-02,1.454933E-01,1.313542E-01,2.003979E-01,8.738858E-02,1.378978E-01,4.764833E-02,7.794329E-02,2.317653E-02,3.956131E-02
-0.55035,-0.64886,1.391649E-01,2.183628E-01,1.492715E-01,2.348267E-01,1.832821E-01,2.883052E-01,2.881518E-01,4.528267E-01,3.319621E-01,5.251955E-01,1.839231E-01,3.005934E-01,9.243938E-02,1.564286E-01,4.222426E-02,7.447687E-02
-0.55034,0.70012,4.411754E-02,6.786248E-02,4.663103E-02,7.165276E-02,5.482979E-02,8.398520E-02,8.329576E-02,1.262023E-01,1.160257E-01,1.770871E-01,7.951703E-02,1.252661E-01,4.396570E-02,7.178405E-02,2.155027E-02,3.674457E-02
-0.55034,-0.73879,1.195569E-01,1.864562E-01,1.276943E-01,1.994592E-01,1.554876E-01,2.423892E-01,2.426864E-01,3.766258E-01,2.886935E-01,4.524316E-01,1.635876E-01,2.648610E-01,8.305544E-02,1.390656E-01,3.839150E-02,6.702931E-02
-0.55033,-0.82872,1.027051E-01,1.589901E-01,1.093710E-01,1.693887E-01,1.320025E-01,2.040629E-01,2.051810E-01,3.145865E-01,2.510369E-01,3.892367E-01,1.458859E-01,2.338834E-01,7.490812E-02,1.240570E-01,3.495705E-02,6.043806E-02
-0.55032,-0.91865,8.858242E-02,1.364520E-01,9.417015E-02,1.449646E-01,1.128809E-01,1.733166E-01,1.744479E-01,2.655156E-01,2.191879E-01,3.372676E-01,1.308292E-01,2.081535E-01,6.799950E-02,1.117339E-01,3.194858E-02,5.489076E-02
-0.55030,-1.00859,7.667758E-02,1.177483E-01,8.139577E-02,1.248420E-01,9.704085E-02,1.483786E-01,1.492356E-01,2.260230E-01,1.920248E-01,2.940063E-01,1.179006E-01,1.864123E-01,6.188041E-02,1.014561E-01,2.936869E-02,5.024976E-02
-0.55029,-1.09852,6.652032E-02,1.019505E-01,7.053366E-02,1.079664E-01,8.370646E-02,1.277336E-01,1.281942E-01,1.936418E-01,1.686356E-01,2.573700E-01,1.063815E-01,1.678375E-01,5.657063E-02,9.251062E-02,2.706278E-02,4.622809E-02
-0.55027,-1.18845,5.779381E-02,8.849427E-02,6.121523E-02,9.362666E-02,7.236440E-02,1.103189E-01,1.104307E-01,1.666111E-01,1.483598E-01,2.259490E-01,9.627025E-02,1.517719E-01,5.196289E-02,8.470006E-02,2.503198E-02,4.267279E-02
-0.55025,-1.27838,5.026521E-02,7.694352E-02,5.318600E-02,8.133375E-02,6.265806E-02,9.550875E-02,9.531546E-02,1.437389E-01,1.307194E-01,1.988169E-01,8.740908E-02,1.376196E-01,4.773239E-02,7.794842E-02,2.323489E-02,3.960158E-02
-0.55023,-1.36832,4.374918E-02,6.698325E-02,4.625115E-02,7.074281E-02,5.431927E-02,8.282404E-02,8.239207E-02,1.242625E-01,1.153392E-01,1.752724E-01,7.952092E-02,1.249283E-01,4.404797E-02,7.176657E-02,2.160843E-02,3.677978E-02
-0.55021,-1.45825,3.810204E-02,5.836650E-02,4.025039E-02,6.159405E-02,4.713660E-02,7.191806E-02,7.131357E-02,1.076070E-01,1.018925E-01,1.547412E-01,7.238726E-02,1.137852E-01,4.071850E-02,6.636523E-02,2.017370E-02,3.434683E-02
-0.55019,-1.54818,3.320509E-02,5.090197E-02,3.505161E-02,5.367553E-02,4.094218E-02,6.251603E-02,6.179670E-02,9.330697E-02,9.010760E-02,1.367442E-01,6.610508E-02,1.039191E-01,3.772702E-02,6.148347E-02,1.885669E-02,3.207001E-02
-0.46045,-0.01933,1.515416E-01,2.326072E-01,1.625127E-01,2.494232E-01,1.993310E-01,3.058017E-01,3.134293E-01,4.786037E-01,3.625557E-01,5.612008E-01,2.009453E-01,3.236006E-01,1.010736E-01,1.687478E-01,4.621222E-02,8.071095E-02
-0.46045,0.07060,1.313852E-01,2.014116E-01,1.405400E-01,2.153001E-01,1.709623E-01,2.615715E-01,2.673858E-01,4.065127E-01,3.172575E-01,4.890989E-01,1.789710E-01,2.862947E-01,9.062241E-02,1.502762E-01,4.171660E-02,7.238791E-02
-0.46045,-0.10926,1.732049E-01,2.658822E-01,1.863745E-01,2.861306E-01,2.305033E-01,3.541435E-01,3.641539E-01,5.576770E-01,4.112651E-01,6.388386E-01,2.248066E-01,3.644810E-01,1.124686E-01,1.892289E-01,5.105593E-02,8.992347E-02
-0.46045,0.16053,1.135985E-01,1.739156E-01,1.212575E-01,1.854807E-01,1.464605E-01,2.234929E-01,2.277339E-01,3.448839E-01,2.769220E-01,4.253184E-01,1.592374E-01,2.536667E-01,8.128798E-02,1.342991E-01,3.774519E-02,6.513771E-02
-0.46045,-0.19920,1.970303E-01,3.061293E-01,2.127769E-01,3.305377E-01,2.653069E-01,4.124267E-01,4.211076E-01,6.531807E-01,4.645073E-01,7.332477E-01,2.517038E-01,4.169161E-01,1.255467E-01,2.163012E-01,5.649020E-02,1.019481E-01
-0.46045,0.25046,9.820429E-02,1.503104E-01,1.046561E-01,1.599883E-01,1.256447E-01,1.915261E-01,1.944155E-01,2.938445E-01,2.417664E-01,3.704224E-01,1.420234E-01,2.256689E-01,7.319932E-02,1.205253E-01,3.429862E-02,5.895660E-02
-0.46044,-0.28913,2.341737E-01,3.752175E-01,2.543500E-01,4.099858E-01,3.222228E-01,5.229056E-01,5.141181E-01,8.366380E-01,5.403163E-01,8.820475E-01,2.909668E-01,4.980400E-01,1.447311E-01,2.578236E-01,6.379881E-02,1.188908E-01
-0.46044,0.34040,8.490664E-02,1.300505E-01,9.037069E-02,1.382456E-01,1.079416E-01,1.646111E-01,1.663324E-01,2.513120E-01,2.111797E-01,3.231731E-01,1.270230E-01,2.015830E-01,6.620371E-02,1.086525E-01,3.120837E-02,5.354874E-02
-0.46044,-0.37906,2.625531E-01,4.222631E-01,2.868510E-01,4.636841E-01,3.678577E-01,5.987551E-01,5.892433E-01,9.640076E-01,5.972127E-01,9.848940E-01,3.208080E-01,5.549757E-01,1.592899E-01,2.874015E-01,6.909829E-02,1.308828E-01
-0.46044,0.43033,7.340011E-02,1.126012E-01,7.801369E-02,1.195551E-01,9.281371E-02,1.417292E-01,1.424807E-01,2.154385E-01,1.845712E-01,2.823771E-01,1.139369E-01,1.806094E-01,6.010066E-02,9.845454E-02,2.853939E-02,4.887995E-02
-0.46043,-0.46899,2.607610E-01,4.219742E-01,2.851143E-01,4.636017E-01,3.661416E-01,5.992792E-01,5.866734E-01,9.653628E-01,5.914351E-01,9.828923E-01,3.172100E-01,5.529878E-01,1.572549E-01,2.860605E-01,6.798873E-02,1.298456E-01
-0.46043,0.52026,6.345103E-02,9.750301E-02,6.732573E-02,1.034417E-01,7.985096E-02,1.221522E-01,1.221735E-01,1.850072E-01,1.614226E-01,2.469510E-01,1.025273E-01,1.620888E-01,5.466106E-02,8.965687E-02,2.623150E-02,4.487670E-02
-0.46042,-0.55893,2.265456E-01,3.734628E-01,2.466984E-01,4.091451E-01,3.138214E-01,5.250283E-01,5.002344E-01,8.417752E-01,5.173959E-01,8.692669E-01,2.780815E-01,4.877445E-01,1.378331E-01,2.511770E-01,6.029502E-02,1.145890E-01
-0.46042,0.61019,5.486251E-02,8.444568E-02,5.812501E-02,8.948784E-02,6.875069E-02,1.053515E-01,1.048713E-01,1.590358E-01,1.413079E-01,2.161881E-01,9.234706E-02,1.459464E-01,4.995244E-02,8.177052E-02,2.414981E-02,4.128221E-02
-0.46041,-0.64886,1.735425E-01,2.808654E-01,1.870375E-01,3.034764E-01,2.322833E-01,3.777109E-01,3.672559E-01,5.970159E-01,4.089929E-01,6.696955E-01,2.229276E-01,3.807982E-01,1.113536E-01,1.973390E-01,5.024748E-02,9.272867E-02
-0.46041,0.70012,4.745964E-02,7.316121E-02,5.021705E-02,7.743267E-02,5.922281E-02,9.093387E-02,9.012345E-02,1.368615E-01,1.238472E-01,1.894897E-01,8.340596E-02,1.318700E-01,4.582616E-02,7.492623E-02,2.236243E-02,3.817463E-02
-0.46040,-0.73879,1.396533E-01,2.192891E-01,1.495918E-01,2.352499E-01,1.829461E-01,2.870321E-01,2.865801E-01,4.478902E-01,3.346393E-01,5.295160E-01,1.868838E-01,3.068426E-01,9.428595E-02,1.601879E-01,4.325134E-02,7.665513E-02
-0.46039,-0.82872,1.165934E-01,1.804957E-01,1.243794E-01,1.924726E-01,1.505986E-01,2.325788E-01,2.345786E-01,3.592352E-01,2.830988E-01,4.395437E-01,1.621020E-01,2.607922E-01,8.264434E-02,1.376612E-01,3.833916E-02,6.663690E-02
-0.46037,-0.91865,9.887865E-02,1.520841E-01,1.053442E-01,1.617848E-01,1.265114E-01,1.937717E-01,1.957474E-01,2.972035E-01,2.432064E-01,3.740945E-01,1.428772E-01,2.276991E-01,7.365551E-02,1.215147E-01,3.450482E-02,5.944207E-02
-0.46036,-1.00859,8.457972E-02,1.296297E-01,9.002803E-02,1.378021E-01,1.074415E-01,1.639254E-01,1.654035E-01,2.500154E-01,2.105925E-01,3.222673E-01,1.270564E-01,2.015404E-01,6.630366E-02,1.087517E-01,3.127794E-02,5.363605E-02
-0.46034,-1.09852,7.269996E-02,1.112566E-01,7.720678E-02,1.181410E-01,9.181495E-02,1.398731E-01,1.407351E-01,2.122923E-01,1.832054E-01,2.795531E-01,1.136761E-01,1.798183E-01,6.008242E-02,9.822779E-02,2.856470E-02,4.883664E-02
-0.46032,-1.18845,6.266528E-02,9.586739E-02,6.643668E-02,1.016067E-01,7.875705E-02,1.199511E-01,1.202782E-01,1.813035E-01,1.598771E-01,2.435330E-01,1.022084E-01,1.610963E-01,5.462629E-02,8.936159E-02,2.624923E-02,4.480486E-02
-0.46030,-1.27838,5.412800E-02,8.281591E-02,5.729961E-02,8.766440E-02,6.768172E-02,1.031901E-01,1.031195E-01,1.554639E-01,1.398546E-01,2.128164E-01,9.209995E-02,1.449944E-01,4.993975E-02,8.151895E-02,2.417649E-02,4.122934E-02
-0.46027,-1.36832,4.683152E-02,7.167960E-02,4.950777E-02,7.579428E-02,5.827581E-02,8.890153E-02,8.850184E-02,1.335156E-01,1.226058E-01,1.864443E-01,8.323880E-02,1.310548E-01,4.584634E-02,7.473724E-02,2.240341E-02,3.814808E-02
